15 11
0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 
0 -1 -1 0 1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 1 -1 0 -1 -1 0 16 -1 0 18 -1 
0 -1 -1 0 -1 -1 0 -1 -1 0 1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 18 -1 
0 -1 -1 0 16 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 4 0 0 5 -1 0 -1 -1 0 18 -1 
0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 2 -1 0 2 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 6 0 0 7 -1 0 -1 -1 0 -1 -1 
0 -1 -1 0 -1 -1 0 20 0 0 -1 -1 0 1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 1 -1 0 -1 -1 0 -1 -1 0 24 -1 0 25 -1 
0 -1 -1 0 -1 -1 0 21 0 0 -1 -1 8 -1 -1 8 -1 -1 8 -1 -1 8 -1 -1 8 -1 -1 0 -1 -1 0 -1 -1 0 -1 -1 0 1 -1 0 56 -1 0 57 -1 
0 -1 -1 0 -1 -1 0 -1 -1 8 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 8 -1 -1 0 -1 0 0 -1 -1 0 2 -1 0 2 -1 0 -1 -1 
0 -1 -1 8 -1 -1 8 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 8 -1 0 0 -1 -1 0 -1 -1 0 2 -1 0 18 -1 
8 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 8 -1 -1 8 -1 -1 0 16 -1 0 18 -1 
9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 9 -1 -1 8 -1 -1 0 18 -1 
