15 15
0 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 2 0 -1 0 -1 0 -1 8 -1 9 -1 9 -1 9 -1 9 -1 
0 -1 0 1 0 -1 0 -1 0 1 0 2 0 2 0 16 0 -1 8 -1 9 -1 9 -1 9 -1 9 -1 9 -1 
0 -1 0 -1 0 2 0 -1 0 -1 0 4 0 6 0 -1 8 -1 9 -1 9 -1 9 -1 9 -1 9 -1 9 -1 
0 -1 0 2 0 2 0 -1 0 -1 0 5 0 7 0 -1 8 -1 9 -1 9 -1 9 -1 9 -1 9 -1 9 -1 
0 -1 0 -1 0 16 0 -1 0 -1 0 -1 0 -1 8 -1 9 -1 9 -1 9 -1 9 -1 9 -1 9 -1 9 -1 
0 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 -1 8 -1 9 -1 9 -1 9 -1 9 -1 9 -1 9 -1 9 -1 
0 -1 0 12 0 28 0 44 0 -1 0 -1 0 -1 8 -1 9 -1 9 -1 9 -1 9 -1 9 -1 9 -1 9 -1 
0 -1 0 13 0 29 0 45 0 2 0 -1 0 -1 8 -1 9 -1 9 -1 9 -1 9 -1 9 -1 9 -1 9 -1 
0 -1 0 14 0 30 0 46 0 2 0 -1 0 -1 0 -1 8 -1 9 -1 9 -1 9 -1 9 -1 9 -1 9 -1 
0 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 -1 8 -1 9 -1 9 -1 9 -1 9 -1 9 -1 
0 -1 0 -1 0 2 0 -1 0 -1 0 -1 0 1 0 -1 0 -1 8 -1 9 -1 9 -1 9 -1 9 -1 9 -1 
0 -1 0 4 0 6 0 -1 0 2 0 -1 0 -1 0 -1 0 -1 0 -1 8 -1 9 -1 9 -1 9 -1 9 -1 
0 -1 0 5 0 7 0 -1 0 2 0 2 0 -1 0 16 0 -1 0 -1 8 -1 9 -1 9 -1 9 -1 9 -1 
0 -1 0 1 0 -1 0 -1 0 16 0 -1 0 -1 0 1 0 2 0 2 0 -1 8 -1 9 -1 9 -1 9 -1 
0 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 -1 0 2 0 -1 0 -1 8 -1 9 -1 9 -1 9 -1 
